"Logged At","RADIUS Status","Identity","Failure Reason","Authentication Method","Endpoint ID","Authentication Protocol","Policy Set","Authorization Rule","Server","Network Device","Endpoint Profile","Device Type","Location","Network Device IP","Device Port","Event","Service Type","Credential Check","Identity Store","Identity Group","Session ID","MapLocation"
"2024-06-20 06:49:55.513","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A000100AE3468B5C7",
"2024-06-20 06:48:52.113","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A000100AD3467BC64",
"2024-06-20 06:48:51.671","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A000100AD3467BC64",
"2024-06-20 06:43:00.937","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A000100AC346260AD",
"2024-06-20 06:43:00.511","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A000100AC346260AD",
"2024-06-20 06:41:59.959","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A000100AB3461726C",
"2024-06-20 06:41:59.518","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A000100AB3461726C",
"2024-06-20 06:39:02.984","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A000100AA345EBF38",
"2024-06-20 06:39:02.571","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A000100AA345EBF38",
"2024-06-20 06:38:27.083","Pass","00:1B:00:30:A2:CE",,"mab","00:1B:00:30:A2:CE","Lookup","LAN MAB Standort AS","MAB_WinClients_temp","SVHS3122","AS_Switches","Unknown","All Device Types#LAN_Switches","All Locations#AS","10.108.63.2","GigabitEthernet1/0/7","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_AS_WinClients51_temp","023F6C0A000061362A113B90",
"2024-06-20 06:35:01.432","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A000100A9345B0FA6",
"2024-06-20 06:35:01.017","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A000100A9345B0FA6",
"2024-06-20 06:34:02.971","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A000100A8345A2B3C",
"2024-06-20 06:34:02.544","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A000100A8345A2B3C",
"2024-06-20 06:30:26.563","Pass","LTUSPA01.auva1.global",,"dot1x","28:00:AF:D8:C4:6C","EAP-TLS","LAN 802.1X Standort US_LS","Domain Computer_US_150","SVUS3120","USLS_Switches","Unknown","All Device Types#LAN_Switches","All Locations#US_LS","10.108.128.71","GigabitEthernet1/0/24","Authentication succeeded","Framed","x509_PKI",,"MAB_US_WinClients150_temp","47806C0A000313B63456E01A",
"2024-06-20 06:30:26.056","Pass","28:00:AF:D8:C4:6C",,"mab","28:00:AF:D8:C4:6C","Lookup","LAN MAB Standort US_LS","MAB_WinClients150_temp","SVUS3120","USLS_Switches","Unknown","All Device Types#LAN_Switches","All Locations#US_LS","10.108.128.71","GigabitEthernet1/0/24","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_US_WinClients150_temp","47806C0A000313B63456E01A",
"2024-06-20 06:30:23.438","Pass","LTUSPA02.auva1.global",,"dot1x","28:00:AF:D8:CD:08","EAP-TLS","LAN 802.1X Standort US_LS","Domain Computer_US_150","SVUS3120","USLS_Switches","Unknown","All Device Types#LAN_Switches","All Locations#US_LS","10.108.128.71","GigabitEthernet1/0/22","Authentication succeeded","Framed","x509_PKI",,"MAB_US_WinClients150_temp","47806C0A000313B53456D441",
"2024-06-20 06:30:23.022","Pass","28:00:AF:D8:CD:08",,"mab","28:00:AF:D8:CD:08","Lookup","LAN MAB Standort US_LS","MAB_WinClients150_temp","SVUS3120","USLS_Switches","Unknown","All Device Types#LAN_Switches","All Locations#US_LS","10.108.128.71","GigabitEthernet1/0/22","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_US_WinClients150_temp","47806C0A000313B53456D441",
"2024-06-20 06:29:57.458","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A000100A734566C2B",
"2024-06-20 06:29:57.021","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A000100A734566C2B",
"2024-06-20 06:29:34.175","Pass","LTUSPA01.auva1.global",,"dot1x","28:00:AF:D8:C4:6C","EAP-TLS","LAN 802.1X Standort US_LS","Domain Computer_US_150","SVUS3120","USLS_Switches","Unknown","All Device Types#LAN_Switches","All Locations#US_LS","10.108.128.71","GigabitEthernet1/0/24","Authentication succeeded","Framed","x509_PKI",,"MAB_US_WinClients150_temp","47806C0A000313B43446E76B",
"2024-06-20 06:29:30.426","Pass","LTUSPA02.auva1.global",,"dot1x","28:00:AF:D8:CD:08","EAP-TLS","LAN 802.1X Standort US_LS","Domain Computer_US_150","SVUS3120","USLS_Switches","Unknown","All Device Types#LAN_Switches","All Locations#US_LS","10.108.128.71","GigabitEthernet1/0/22","Authentication succeeded","Framed","x509_PKI",,"MAB_US_WinClients150_temp","47806C0A000313B33446DD10",
"2024-06-20 06:29:30.023","Pass","host/LTUSPA01.auva1.global",,"dot1x","28:00:AF:D8:C4:6C","PEAP (EAP-MSCHAPv2)","LAN 802.1X Standort US_LS","PEAP Domain Computer_US_150","SVUS3120","USLS_Switches","Unknown","All Device Types#LAN_Switches","All Locations#US_LS","10.108.128.71","GigabitEthernet1/0/24","Authentication succeeded","Framed","MSCHAPV2","auva1.global","MAB_US_WinClients150_temp","47806C0A000313B43446E76B",
"2024-06-20 06:29:25.329","Pass","host/LTUSPA02.auva1.global",,"dot1x","28:00:AF:D8:CD:08","PEAP (EAP-MSCHAPv2)","LAN 802.1X Standort US_LS","PEAP Domain Computer_US_150","SVUS3120","USLS_Switches","Unknown","All Device Types#LAN_Switches","All Locations#US_LS","10.108.128.71","GigabitEthernet1/0/22","Authentication succeeded","Framed","MSCHAPV2","auva1.global","MAB_US_WinClients150_temp","47806C0A000313B33446DD10",
"2024-06-20 06:29:02.951","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A000100A63455973C",
"2024-06-20 06:29:02.513","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A000100A63455973C",
"2024-06-20 06:26:52.96","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A000100A534539B6D",
"2024-06-20 06:26:52.511","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A000100A534539B6D",
"2024-06-20 06:25:00.964","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A000100A43451E5F1",
"2024-06-20 06:25:00.517","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A000100A43451E5F1",
"2024-06-20 06:23:57.449","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A000100A33450EDE3",
"2024-06-20 06:23:57.014","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A000100A33450EDE3",
"2024-06-20 06:22:58.42","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A000100A234500754",
"2024-06-20 06:22:57.991","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A000100A234500754",
"2024-06-20 06:21:53.934","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A000100A1344F0B65",
"2024-06-20 06:21:53.498","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A000100A1344F0B65",
"2024-06-20 06:19:59.421","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A000100A0344D4C28",
"2024-06-20 06:19:59.005","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A000100A0344D4C28",
"2024-06-20 06:14:59.928","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A0001009E3448BA3D",
"2024-06-20 06:14:59.506","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A0001009E3448BA3D",
"2024-06-20 06:13:59.948","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A0001009D3447CFDF",
"2024-06-20 06:13:59.505","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A0001009D3447CFDF",
"2024-06-20 06:12:59.469","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A0001009C3446E388",
"2024-06-20 06:12:59.003","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A0001009C3446E388",
"2024-06-20 06:11:58.45","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A0001009B3445F549",
"2024-06-20 06:11:58.012","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A0001009B3445F549",
"2024-06-20 06:09:59.44","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A0001009A3444246C",
"2024-06-20 06:09:59.009","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A0001009A3444246C",
"2024-06-20 06:00:02.027","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A00010099343B0688",
"2024-06-20 06:00:01.557","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A00010099343B0688",
"2024-06-20 05:54:58.428","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A00010098343664E6",
"2024-06-20 05:54:58.012","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A00010098343664E6",
"2024-06-20 05:53:58.931","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A0001009734357C80",
"2024-06-20 05:53:58.515","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A0001009734357C80",
"2024-06-20 05:52:02.691","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A000100953433B66A",
"2024-06-20 05:52:02.271","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A000100953433B66A",
"2024-06-20 05:49:59.96","Pass","LTRMARO1.auva1.global",,"dot1x","CC:48:3A:92:37:55","EAP-TLS","LAN 802.1X Standort UM_RM","Domain Computer_RM_102","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Framed","x509_PKI",,"MAB_RM_Clients_vlan102_temp","136FD00A000100933431D704",
"2024-06-20 05:49:59.549","Pass","CC:48:3A:92:37:55",,"mab","CC:48:3A:92:37:55","Lookup","LAN MAB Standort UM_RM","MAB_RM_Clients_vlan102_temp","SVHS3122","UMRM_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UM_RM","10.208.111.19","GigabitEthernet1/0/12","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_RM_Clients_vlan102_temp","136FD00A000100933431D704",
"2024-06-20 05:49:36.503","Pass","PCUSZSP6.auva1.global",,"dot1x","70:20:84:0D:29:8A","EAP-TLS","LAN 802.1X Standort US_LS","Domain Computer_US_150","SVUS3120","USLS_Switches","Unknown","All Device Types#LAN_Switches","All Locations#US_LS","10.108.128.78","GigabitEthernet1/0/3","Authentication succeeded","Framed","x509_PKI",,"MAB_US_WinClients150_temp","4E806C0A0000ED3530C28B8E",
"2024-06-20 05:49:35.825","Pass","70:20:84:0D:29:8A",,"mab","70:20:84:0D:29:8A","Lookup","LAN MAB Standort US_LS","MAB_WinClients150_temp","SVUS3120","USLS_Switches","Unknown","All Device Types#LAN_Switches","All Locations#US_LS","10.108.128.78","GigabitEthernet1/0/3","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_US_WinClients150_temp","4E806C0A0000ED3530C28B8E",
"2024-06-20 05:47:55.823","Pass","PCUOANM2.auva1.global",,"dot1x","00:D8:61:47:69:A6","EAP-TLS","LAN 802.1X Standort UO","Domain Computer","SVHS3122","UO_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UO","10.108.131.38","GigabitEthernet1/0/31","Authentication succeeded","Framed","x509_PKI",,"MAB_UO_WinClients126_temp","26836C0A000B7ED12F09999B",
"2024-06-20 05:47:55.363","Pass","00:D8:61:47:69:A6",,"mab","00:D8:61:47:69:A6","Lookup","LAN MAB Standort UO","MAB_WinClients126_temp","SVHS3122","UO_Switches","Unknown","All Device Types#LAN_Switches","All Locations#UO","10.108.131.38","GigabitEthernet1/0/31","Authentication succeeded","Call Check","Lookup","Internal Endpoints","MAB_UO_WinClients126_temp","26836C0A000B7ED12F09999B",
"2024-06-20 05:47:04.398","Pass","PCRTBIB1.auva1.global",,"dot1x","00:D8:61:49:E9:09","EAP-TLS","LAN 802.1X Standort RT","Domain_Computer_RT_243","SVRT3120","RT_Switches","Unknown","All Device Types#LAN_Switches","All Locations#RT","10.108.240.56","GigabitEthernet1/0/27","Authentication succeeded","Framed","x509_PKI",,"MAB_RT_WinClients243_temp","38F06C0A000000F0342F26B8",
